gender,age,marital_status,education,nb_depend_child,employ_status,yrs_current_job,yrs_employed,net_income,spouse_work,spouse_income,residential_status,yrs_current_address,product,purchase
M,48,single,univ,0,full_time,9,18,79688,no,0,tenant,14,bonds,no
M,26,single,basic,0,part_time,0,0,12750,no,0,owner,8,derivatives,yes
M,51,widowed,highsch,1,unemployed,0,18,0,no,0,tenant,13,bonds,yes
F,23,single,univ,0,self_employ,2,3,63750,no,0,tenant,5,bonds,yes
F,39,divorced,univ,0,full_time,9,16,79688,no,0,tenant,8,bonds,yes
F,22,single,univ,0,self_employ,2,3,63750,no,0,tenant,7,bonds,yes
M,61,widowed,basic,2,part_time,8,18,22313,no,0,owner,12,derivatives,yes
M,24,single,highsch,0,self_employ,0,1,38250,no,0,owner,6,bonds,no
M,52,divorced,basic,0,full_time,7,24,37188,no,0,owner,11,bonds,no
M,34,single,univ,0,unemployed,0,4,0,no,0,tenant,8,derivatives,no
M,53,single,postgrad,0,full_time,18,18,148750,no,0,owner,10,stocks,no
M,25,divorced,univ,3,full_time,4,6,53125,no,0,owner_morg,8,derivatives,yes
M,42,single,postgrad,0,full_time,6,14,127500,no,0,owner,9,stocks,no
F,67,divorced,highsch,3,self_employ,19,19,66938,no,0,owner_morg,9,derivatives,no
F,25,single,univ,0,unemployed,0,4,0,no,0,owner,7,bonds,yes
M,39,single,highsch,0,self_employ,9,12,57375,no,0,owner,5,derivatives,no
F,49,married,univ,0,full_time,3,18,79688,no,0,owner_morg,2,derivatives,no
M,48,divorced,highsch,0,self_employ,10,10,57375,no,0,tenant,11,derivatives,no
F,45,divorced,highsch,2,full_time,1,18,47813,no,0,tenant,7,derivatives,no
F,46,single,univ,0,full_time,12,12,79688,no,0,tenant,14,bonds,yes
F,57,widowed,postgrad,0,full_time,9,28,148750,no,0,owner,4,derivatives,yes
F,37,single,highsch,0,part_time,2,3,28688,no,0,tenant,9,derivatives,no
M,34,single,univ,0,full_time,5,12,79688,no,0,tenant,14,stocks,no
F,46,single,postgrad,0,full_time,4,22,127500,no,0,tenant,1,bonds,yes
F,23,single,highsch,0,full_time,1,4,31875,no,0,owner_morg,8,bonds,yes
F,24,widowed,highsch,1,unemployed,0,0,0,no,0,tenant,4,derivatives,no
F,23,single,univ,0,full_time,2,4,53125,no,0,owner_morg,7,bonds,yes
F,22,widowed,basic,0,self_employ,0,2,25500,no,0,tenant,4,bonds,yes
F,63,widowed,univ,1,full_time,23,23,92969,no,0,owner,2,bonds,yes
M,21,single,highsch,0,unemployed,0,1,0,no,0,w_parents,6,stocks,yes
M,24,married,basic,0,unemployed,0,0,0,yes,40407,tenant,7,bonds,no
F,32,single,highsch,0,self_employ,1,4,57375,no,0,tenant,9,stocks,no
M,22,married,univ,0,full_time,1,2,53125,yes,39415,tenant,6,stocks,yes
M,45,divorced,univ,1,full_time,14,17,79688,no,0,tenant,1,bonds,yes
M,32,single,basic,0,full_time,2,3,31875,no,0,tenant,14,bonds,no
M,44,married,postgrad,3,full_time,9,10,127500,yes,109750,owner_morg,5,derivatives,yes
M,53,single,highsch,0,self_employ,1,1,66938,no,0,tenant,11,derivatives,yes
M,47,married,highsch,1,full_time,15,15,47813,yes,55186,owner_morg,2,bonds,yes
M,31,divorced,highsch,0,self_employ,5,5,57375,no,0,tenant,2,derivatives,yes
F,50,single,basic,0,self_employ,16,22,44625,no,0,owner_morg,8,bonds,yes
M,33,married,highsch,3,unemployed,0,8,0,yes,7264,tenant,7,stocks,no
M,30,married,highsch,0,full_time,4,6,47813,yes,51322,owner,8,derivatives,yes
M,35,married,univ,1,self_employ,8,11,95625,yes,31339,owner_morg,8,derivatives,yes
F,26,divorced,highsch,2,part_time,0,2,19125,no,0,owner_morg,2,derivatives,no
M,32,single,highsch,0,full_time,3,3,47813,no,0,tenant,10,derivatives,yes
M,32,single,univ,0,self_employ,5,11,95625,no,0,tenant,8,derivatives,yes
M,21,married,highsch,1,part_time,2,2,19125,yes,58741,tenant,7,bonds,yes
M,30,divorced,highsch,1,part_time,5,7,28688,no,0,tenant,11,bonds,yes
M,41,divorced,univ,2,part_time,5,18,47813,no,0,owner,2,derivatives,yes
F,57,widowed,univ,1,part_time,1,17,55781,no,0,tenant,8,derivatives,yes
F,56,married,highsch,0,self_employ,16,16,66938,no,0,owner,5,stocks,no
F,23,single,highsch,0,full_time,3,3,31875,no,0,owner_morg,6,stocks,yes
M,24,single,univ,0,self_employ,1,4,63750,no,0,owner,8,stocks,yes
F,31,single,basic,0,self_employ,5,10,38250,no,0,owner_morg,1,stocks,no
M,26,married,univ,2,unemployed,0,6,0,yes,22524,tenant,3,bonds,no
F,32,divorced,highsch,2,full_time,1,10,47813,no,0,owner_morg,5,derivatives,no
F,24,divorced,basic,1,full_time,3,5,21250,no,0,owner,5,derivatives,no
F,64,divorced,highsch,2,self_employ,23,23,66938,no,0,tenant,8,stocks,no
F,51,married,basic,3,self_employ,13,13,44625,no,0,tenant,5,stocks,no
F,36,single,postgrad,0,full_time,7,9,127500,no,0,tenant,6,bonds,yes
F,49,divorced,univ,0,self_employ,5,6,95625,no,0,tenant,2,stocks,no
F,34,divorced,basic,0,part_time,7,12,19125,no,0,tenant,5,bonds,yes
M,20,widowed,highsch,1,self_employ,1,1,38250,no,0,owner_morg,4,derivatives,yes
F,35,single,basic,0,full_time,5,6,31875,no,0,tenant,15,bonds,yes
F,31,married,highsch,0,full_time,7,10,47813,yes,57008,owner_morg,7,derivatives,no
F,37,divorced,univ,3,full_time,7,8,79688,no,0,owner,1,bonds,yes
M,29,single,univ,0,part_time,0,4,31875,no,0,owner,10,stocks,yes
M,36,divorced,postgrad,2,full_time,6,6,127500,no,0,tenant,10,derivatives,yes
M,46,married,basic,2,full_time,11,14,31875,yes,48317,tenant,6,derivatives,yes
F,54,married,highsch,2,self_employ,18,26,66938,yes,40638,tenant,8,derivatives,yes
M,27,single,highsch,0,part_time,2,4,19125,no,0,tenant,1,bonds,no
F,35,widowed,highsch,3,full_time,8,11,47813,no,0,owner_morg,13,stocks,no
F,25,married,univ,2,part_time,1,6,31875,yes,50247,owner,2,stocks,yes
F,62,divorced,univ,1,full_time,21,27,92969,no,0,tenant,10,derivatives,no
F,34,single,basic,0,full_time,3,5,31875,no,0,tenant,12,bonds,yes
M,28,divorced,postgrad,0,full_time,4,7,85000,no,0,owner,6,stocks,no
F,59,single,postgrad,0,full_time,0,14,148750,no,0,owner_morg,12,derivatives,no
M,32,single,highsch,0,unemployed,0,2,0,no,0,owner_morg,3,derivatives,yes
F,30,married,highsch,1,self_employ,0,3,57375,yes,46744,owner_morg,10,stocks,no
F,26,single,highsch,0,full_time,0,5,31875,no,0,owner,4,stocks,yes
F,30,single,basic,0,unemployed,0,3,0,no,0,tenant,5,bonds,yes
M,52,single,univ,0,full_time,6,12,92969,no,0,tenant,4,stocks,no
F,41,divorced,univ,3,self_employ,12,12,95625,no,0,owner,8,derivatives,no
M,35,married,univ,3,full_time,2,10,79688,yes,38117,owner_morg,4,stocks,no
M,45,married,postgrad,2,part_time,1,2,76500,no,0,tenant,11,bonds,yes
M,65,widowed,postgrad,0,full_time,9,21,148750,no,0,owner,14,bonds,no
M,30,divorced,highsch,0,self_employ,5,7,57375,no,0,tenant,8,derivatives,yes
F,42,single,basic,0,part_time,4,14,19125,no,0,owner,11,stocks,no
F,30,divorced,univ,1,unemployed,0,1,0,no,0,owner_morg,9,stocks,no
M,38,married,highsch,3,unemployed,0,14,0,yes,20634,tenant,10,bonds,yes
M,26,widowed,univ,0,unemployed,0,5,0,no,0,tenant,2,stocks,no
M,63,widowed,basic,0,part_time,21,27,22313,no,0,owner_morg,9,bonds,no
F,75,single,postgrad,0,retired,3,22,59500,no,0,tenant,1,stocks,no
M,34,divorced,univ,2,unemployed,0,10,0,no,0,tenant,14,bonds,yes
M,21,divorced,basic,0,full_time,2,2,21250,no,0,owner,6,bonds,no
F,30,married,highsch,2,part_time,6,6,28688,yes,31658,tenant,9,bonds,yes
M,32,single,highsch,0,self_employ,7,9,57375,no,0,tenant,9,stocks,no
M,35,widowed,basic,0,part_time,8,9,19125,no,0,owner,4,derivatives,yes
M,25,single,univ,0,full_time,1,2,53125,no,0,tenant,7,bonds,no
F,22,single,highsch,0,part_time,0,1,19125,no,0,tenant,7,stocks,yes
F,33,divorced,basic,3,self_employ,6,7,38250,no,0,tenant,7,bonds,yes
M,46,married,univ,0,self_employ,0,17,95625,yes,42665,owner_morg,14,derivatives,yes
F,44,divorced,basic,0,part_time,2,3,19125,no,0,owner_morg,8,bonds,yes
F,49,married,highsch,1,unemployed,0,14,0,yes,39737,tenant,9,derivatives,yes
F,28,divorced,univ,0,self_employ,0,1,63750,no,0,tenant,8,bonds,no
F,27,single,univ,0,part_time,1,7,31875,no,0,tenant,8,derivatives,no
M,48,divorced,univ,2,part_time,9,23,47813,no,0,owner,6,stocks,no
F,21,single,basic,0,full_time,2,2,21250,no,0,w_parents,3,stocks,yes
M,30,divorced,postgrad,1,full_time,5,6,127500,no,0,owner,5,derivatives,yes
M,32,divorced,univ,1,self_employ,0,3,95625,no,0,tenant,5,derivatives,yes
M,37,divorced,basic,1,full_time,0,6,31875,no,0,owner,13,bonds,yes
M,36,single,postgrad,0,full_time,4,7,127500,no,0,tenant,10,bonds,no
F,23,single,univ,0,full_time,1,2,53125,no,0,owner_morg,8,derivatives,no
M,62,widowed,highsch,2,self_employ,15,29,66938,no,0,owner,14,bonds,yes
F,70,single,univ,0,unemployed,0,39,0,no,0,tenant,8,stocks,no
M,29,single,basic,0,self_employ,4,4,25500,no,0,owner,9,bonds,no
F,33,divorced,basic,2,full_time,7,9,31875,no,0,tenant,1,stocks,no
M,24,married,basic,1,self_employ,0,5,25500,no,0,owner_morg,4,stocks,yes
F,37,single,highsch,0,full_time,4,14,47813,no,0,tenant,14,stocks,no
M,24,married,univ,0,self_employ,1,2,63750,yes,46820,owner_morg,6,bonds,no
F,44,married,basic,2,self_employ,8,8,38250,yes,56478,tenant,6,stocks,no
F,54,widowed,highsch,1,full_time,7,26,55781,no,0,owner_morg,2,bonds,yes
M,32,single,highsch,0,full_time,6,6,47813,no,0,tenant,14,stocks,no
F,38,married,postgrad,0,self_employ,1,6,153000,yes,96618,owner_morg,9,derivatives,no
F,41,widowed,highsch,1,part_time,11,14,28688,no,0,tenant,13,stocks,no
M,25,single,univ,0,full_time,3,3,53125,no,0,owner_morg,7,bonds,no
F,26,single,univ,0,full_time,0,6,53125,no,0,owner_morg,2,derivatives,no
M,47,divorced,univ,3,unemployed,0,20,0,no,0,tenant,3,stocks,no
F,37,single,univ,0,full_time,0,13,79688,no,0,tenant,2,stocks,no
F,61,divorced,basic,3,unemployed,0,0,0,no,0,owner,9,derivatives,no
M,42,divorced,postgrad,3,full_time,8,8,127500,no,0,owner_morg,4,stocks,no
F,46,married,highsch,2,full_time,6,18,47813,yes,53977,owner_morg,10,stocks,no
F,34,married,univ,0,part_time,5,5,47813,yes,59930,owner_morg,1,derivatives,no
M,32,widowed,basic,0,full_time,5,5,31875,no,0,tenant,10,stocks,no
F,58,widowed,univ,0,unemployed,0,27,0,no,0,tenant,10,stocks,no
F,43,married,highsch,2,self_employ,3,10,57375,yes,26196,tenant,9,stocks,no
F,25,widowed,univ,1,part_time,2,3,31875,no,0,tenant,6,derivatives,yes
F,47,divorced,highsch,3,full_time,1,3,47813,no,0,owner,15,derivatives,no
F,29,married,postgrad,2,self_employ,1,2,102000,yes,59208,tenant,5,stocks,yes
F,61,widowed,univ,0,part_time,5,19,55781,no,0,tenant,14,derivatives,yes
F,26,widowed,univ,3,full_time,2,2,53125,no,0,owner,8,derivatives,yes
M,25,single,univ,0,full_time,0,2,53125,no,0,owner_morg,7,derivatives,yes
M,21,divorced,highsch,1,unemployed,0,0,0,no,0,tenant,6,bonds,yes
F,40,divorced,highsch,0,unemployed,0,16,0,no,0,tenant,15,bonds,yes
M,23,single,univ,0,unemployed,0,2,0,no,0,owner_morg,7,bonds,no
M,23,divorced,basic,0,full_time,3,4,21250,no,0,owner,4,bonds,no
F,23,single,univ,0,self_employ,3,4,63750,no,0,tenant,3,stocks,yes
F,27,married,postgrad,2,self_employ,1,6,102000,yes,59980,owner,9,derivatives,yes
M,38,married,highsch,1,unemployed,0,3,0,yes,37823,owner,7,bonds,yes
M,34,single,postgrad,0,full_time,7,11,127500,no,0,tenant,2,derivatives,yes
M,37,single,univ,0,unemployed,0,2,0,no,0,tenant,9,stocks,no
M,22,single,univ,0,self_employ,1,2,63750,no,0,tenant,6,stocks,yes
F,22,married,univ,0,full_time,1,1,53125,yes,40294,tenant,5,bonds,yes
M,22,divorced,basic,0,part_time,1,3,12750,no,0,tenant,5,bonds,no
F,61,married,postgrad,3,unemployed,0,16,0,yes,48901,tenant,4,derivatives,no
F,27,divorced,highsch,1,full_time,0,5,31875,no,0,tenant,1,bonds,yes
M,22,married,univ,1,self_employ,1,1,63750,yes,26755,tenant,3,stocks,no
F,39,married,postgrad,2,full_time,11,11,127500,yes,78397,owner,14,derivatives,yes
F,30,married,postgrad,0,full_time,2,5,127500,yes,93285,owner,6,derivatives,no
M,37,married,highsch,3,unemployed,0,14,0,yes,40057,tenant,2,derivatives,no
F,21,single,highsch,0,self_employ,2,2,38250,no,0,tenant,4,derivatives,no
M,41,divorced,highsch,1,part_time,8,8,28688,no,0,owner_morg,15,derivatives,yes
M,32,divorced,univ,0,part_time,3,10,47813,no,0,tenant,5,bonds,no
F,37,married,basic,2,unemployed,0,5,0,yes,48703,owner_morg,11,stocks,no
M,24,widowed,basic,0,full_time,0,1,21250,no,0,tenant,7,bonds,no
F,29,married,highsch,2,full_time,3,4,31875,yes,56173,tenant,2,stocks,yes
F,26,divorced,highsch,2,self_employ,2,6,38250,no,0,tenant,8,derivatives,no
F,22,married,highsch,1,part_time,0,2,19125,yes,31234,tenant,6,bonds,yes
M,48,single,highsch,0,self_employ,9,10,57375,no,0,owner_morg,5,stocks,no
M,45,divorced,postgrad,1,full_time,10,14,127500,no,0,tenant,12,derivatives,yes
M,30,single,highsch,0,full_time,4,10,47813,no,0,tenant,13,bonds,no
F,24,single,highsch,0,full_time,3,3,31875,no,0,tenant,7,stocks,no
F,32,divorced,postgrad,1,full_time,0,5,127500,no,0,owner_morg,11,stocks,no
F,31,divorced,basic,2,part_time,1,4,19125,no,0,tenant,14,derivatives,no
M,41,single,highsch,0,part_time,7,10,28688,no,0,tenant,4,bonds,no
M,58,divorced,univ,1,part_time,8,20,55781,no,0,owner_morg,12,bonds,yes
M,24,divorced,highsch,0,part_time,0,1,19125,no,0,owner_morg,3,bonds,no
M,59,divorced,basic,0,full_time,16,27,37188,no,0,tenant,8,bonds,no
F,40,single,postgrad,0,full_time,9,11,127500,no,0,tenant,5,bonds,yes
F,25,single,highsch,0,self_employ,0,2,38250,no,0,tenant,1,stocks,yes
F,68,widowed,highsch,2,retired,8,8,22313,no,0,tenant,8,bonds,yes
F,57,widowed,highsch,1,self_employ,16,31,66938,no,0,owner_morg,2,derivatives,yes
F,24,widowed,univ,0,full_time,1,2,53125,no,0,tenant,6,bonds,no
F,32,single,highsch,0,full_time,6,10,47813,no,0,owner_morg,15,bonds,yes
M,32,married,highsch,2,self_employ,4,10,57375,yes,42029,tenant,15,derivatives,yes
M,54,married,univ,0,unemployed,0,8,0,yes,12652,tenant,11,stocks,no
M,56,divorced,univ,0,full_time,10,10,92969,no,0,owner,5,stocks,no
M,36,single,postgrad,0,full_time,9,14,127500,no,0,owner_morg,5,derivatives,yes
F,23,divorced,highsch,0,full_time,2,2,31875,no,0,tenant,3,bonds,no
M,35,married,univ,0,part_time,7,10,47813,yes,53619,tenant,7,bonds,no
M,48,married,highsch,1,part_time,7,21,28688,yes,29649,tenant,13,bonds,yes
F,64,widowed,highsch,1,unemployed,0,24,0,no,0,owner,10,stocks,no
M,35,married,highsch,0,full_time,4,6,47813,yes,54877,owner_morg,10,derivatives,yes
F,52,divorced,univ,1,full_time,8,10,92969,no,0,tenant,13,derivatives,no
M,22,divorced,univ,0,part_time,1,2,31875,no,0,owner_morg,7,derivatives,yes
M,44,married,highsch,0,full_time,0,10,47813,yes,53785,owner_morg,7,bonds,no
M,34,single,highsch,0,self_employ,8,10,57375,no,0,tenant,1,bonds,no
M,30,divorced,univ,1,full_time,2,6,79688,no,0,tenant,8,bonds,yes
M,25,single,highsch,0,self_employ,3,3,38250,no,0,owner_morg,8,stocks,yes
F,34,married,highsch,2,part_time,8,10,28688,yes,55035,tenant,15,derivatives,yes
F,40,divorced,univ,2,self_employ,10,13,95625,no,0,owner_morg,15,stocks,no
M,44,widowed,highsch,2,self_employ,4,8,57375,no,0,owner,7,bonds,yes
F,37,single,postgrad,0,full_time,1,10,127500,no,0,owner_morg,15,bonds,yes
F,42,divorced,univ,2,self_employ,9,18,95625,no,0,owner,9,bonds,yes
F,48,divorced,postgrad,1,full_time,11,21,127500,no,0,owner_morg,11,bonds,no
M,47,married,highsch,3,unemployed,0,9,0,yes,34668,tenant,5,bonds,yes
F,43,widowed,univ,2,full_time,11,18,79688,no,0,owner_morg,3,derivatives,yes
F,49,married,basic,0,unemployed,0,5,0,yes,47401,tenant,3,stocks,no
M,33,single,highsch,0,self_employ,6,6,57375,no,0,tenant,1,bonds,no
M,28,divorced,highsch,2,full_time,5,6,31875,no,0,owner,9,derivatives,yes
F,33,widowed,basic,0,full_time,1,10,31875,no,0,tenant,2,stocks,no
M,48,widowed,univ,0,unemployed,0,0,0,no,0,owner,9,stocks,no
M,25,single,univ,0,full_time,4,4,53125,no,0,tenant,5,bonds,no
M,50,married,highsch,2,part_time,16,21,33469,no,0,tenant,12,bonds,yes
F,37,single,univ,0,self_employ,0,13,95625,no,0,tenant,13,stocks,no
F,37,married,basic,3,unemployed,0,15,0,yes,52407,tenant,7,bonds,no
M,37,divorced,highsch,0,full_time,3,10,47813,no,0,owner_morg,8,stocks,no
F,23,single,basic,0,part_time,0,0,12750,no,0,tenant,7,derivatives,no
M,42,divorced,highsch,2,full_time,7,10,47813,no,0,owner_morg,13,bonds,yes
M,32,married,highsch,2,full_time,3,8,47813,yes,56311,tenant,9,bonds,yes
F,30,divorced,univ,2,part_time,6,6,47813,no,0,tenant,13,bonds,yes
M,24,single,highsch,0,unemployed,0,2,0,no,0,tenant,7,stocks,yes
M,33,married,basic,2,unemployed,0,7,0,no,0,tenant,2,derivatives,no
M,26,divorced,highsch,0,unemployed,0,3,0,no,0,tenant,10,bonds,no
F,30,single,basic,0,unemployed,0,0,0,no,0,owner_morg,9,bonds,yes
F,30,single,highsch,0,self_employ,1,7,57375,no,0,owner,8,derivatives,no
F,31,widowed,basic,2,unemployed,0,2,0,no,0,owner_morg,15,stocks,no
F,68,divorced,univ,0,retired,17,37,37188,no,0,owner,8,bonds,yes
F,32,single,highsch,0,full_time,6,9,47813,no,0,owner,11,derivatives,no
M,35,married,highsch,1,unemployed,0,10,0,yes,24703,tenant,7,bonds,yes
F,33,married,highsch,1,unemployed,0,9,0,yes,3685,owner_morg,13,derivatives,yes
F,33,single,basic,0,unemployed,0,9,0,no,0,tenant,5,stocks,no
M,38,divorced,highsch,0,unemployed,0,2,0,no,0,owner_morg,8,stocks,no
M,32,single,univ,0,full_time,4,10,79688,no,0,tenant,4,bonds,no
M,23,single,highsch,0,part_time,1,2,19125,no,0,owner_morg,5,derivatives,yes
F,23,married,univ,0,full_time,1,4,53125,no,0,tenant,5,stocks,yes
M,42,divorced,highsch,2,part_time,0,18,28688,no,0,tenant,15,stocks,no
M,61,divorced,highsch,2,full_time,18,18,55781,no,0,owner,5,derivatives,yes
M,42,divorced,highsch,2,unemployed,0,0,0,no,0,tenant,5,derivatives,yes
M,39,single,univ,0,full_time,5,15,79688,no,0,tenant,8,derivatives,yes
M,36,divorced,univ,2,self_employ,5,7,95625,no,0,tenant,9,derivatives,yes
F,25,single,highsch,0,full_time,4,4,31875,no,0,owner,4,bonds,yes
M,21,single,highsch,0,unemployed,0,0,0,no,0,w_parents,7,stocks,yes
F,38,married,univ,1,unemployed,0,7,0,yes,14939,tenant,3,derivatives,yes
M,39,married,highsch,1,self_employ,3,13,57375,yes,42424,owner_morg,10,bonds,no
M,43,divorced,univ,2,part_time,10,18,47813,no,0,tenant,14,derivatives,yes
F,27,married,univ,0,unemployed,0,6,0,yes,39417,tenant,1,bonds,yes
M,45,single,postgrad,0,full_time,13,13,127500,no,0,tenant,13,stocks,no
M,28,divorced,basic,3,unemployed,0,5,0,no,0,owner_morg,1,stocks,yes
F,27,widowed,univ,2,full_time,1,6,53125,no,0,tenant,3,stocks,yes
M,33,divorced,highsch,3,full_time,6,12,47813,no,0,tenant,6,stocks,no
F,28,married,postgrad,1,part_time,3,6,51000,yes,42510,tenant,3,derivatives,yes
M,29,married,highsch,2,self_employ,5,5,38250,yes,38319,owner,1,stocks,yes
F,41,married,univ,0,self_employ,6,14,95625,yes,36728,owner_morg,4,bonds,yes
M,23,single,highsch,0,full_time,3,3,31875,no,0,tenant,5,stocks,no
M,54,single,highsch,0,full_time,11,25,55781,no,0,owner,2,derivatives,yes
M,54,single,highsch,0,unemployed,0,6,0,no,0,tenant,10,derivatives,yes
M,53,married,highsch,1,unemployed,0,11,0,yes,17193,tenant,13,derivatives,yes
F,26,divorced,highsch,1,full_time,4,4,31875,no,0,owner_morg,5,stocks,yes
M,36,married,basic,1,unemployed,0,8,0,yes,13106,owner_morg,2,bonds,yes
F,22,single,univ,0,unemployed,0,1,0,no,0,owner,4,bonds,yes
F,45,single,postgrad,0,full_time,3,5,127500,no,0,tenant,2,derivatives,no
F,36,single,univ,0,part_time,5,13,47813,no,0,owner_morg,2,derivatives,no
M,21,married,basic,0,self_employ,2,2,25500,yes,30204,tenant,5,stocks,yes
F,34,married,highsch,2,self_employ,5,9,57375,yes,26052,tenant,6,stocks,no
F,37,divorced,highsch,1,unemployed,0,13,0,no,0,tenant,7,stocks,no
M,57,married,highsch,2,unemployed,0,17,0,yes,36198,tenant,15,derivatives,yes
M,37,divorced,highsch,1,unemployed,0,12,0,no,0,owner_morg,5,bonds,yes
M,22,married,highsch,0,part_time,1,1,19125,no,0,tenant,5,stocks,yes
F,27,single,postgrad,0,full_time,2,7,85000,no,0,tenant,9,derivatives,no
F,36,divorced,univ,2,full_time,9,14,79688,no,0,tenant,15,stocks,no
F,39,divorced,univ,3,unemployed,0,17,0,no,0,owner_morg,2,stocks,no
F,21,single,highsch,0,unemployed,0,1,0,no,0,w_parents,3,derivatives,no
F,24,single,univ,0,part_time,0,2,31875,no,0,tenant,8,derivatives,no
F,52,single,highsch,0,unemployed,0,10,0,no,0,owner,5,bonds,yes
M,67,widowed,highsch,1,unemployed,0,2,0,no,0,tenant,5,derivatives,yes
M,46,married,univ,0,full_time,13,19,79688,yes,31604,tenant,7,derivatives,yes
F,22,married,univ,1,part_time,0,2,31875,yes,39617,tenant,3,stocks,yes
F,57,married,univ,1,unemployed,0,28,0,yes,47590,owner_morg,7,stocks,no
M,27,widowed,highsch,3,unemployed,0,1,0,no,0,tenant,2,stocks,yes
F,21,single,basic,0,full_time,2,2,21250,no,0,w_parents,3,stocks,no
F,54,single,highsch,0,self_employ,16,16,66938,no,0,owner_morg,8,stocks,no
F,52,widowed,highsch,2,part_time,8,12,33469,no,0,tenant,9,bonds,yes
F,39,married,highsch,0,full_time,9,12,47813,no,0,owner_morg,7,bonds,yes
F,62,married,univ,0,part_time,21,35,55781,no,0,tenant,4,derivatives,no
M,54,divorced,basic,0,unemployed,0,18,0,no,0,tenant,14,bonds,no
M,62,single,highsch,0,unemployed,0,34,0,no,0,owner,1,bonds,no
M,21,single,highsch,0,self_employ,0,1,38250,no,0,tenant,3,bonds,no
M,46,single,highsch,0,self_employ,4,20,57375,no,0,tenant,8,stocks,no
M,35,married,highsch,3,full_time,1,9,47813,yes,53674,owner_morg,12,derivatives,yes
M,36,married,postgrad,1,self_employ,2,8,153000,no,0,owner_morg,7,bonds,yes
F,35,married,basic,0,full_time,3,4,31875,yes,39241,tenant,12,derivatives,no
F,20,single,basic,0,full_time,1,1,21250,no,0,w_parents,4,stocks,yes
